Yield,Total_Rainfall_Plantation_lag1,Avg_Temperature_Plantation_lag1,Avg_Humidity_Plantation_lag1,Solar_Radiation_Plantation_lag1,Total_Rainfall_Growth_lag1,Avg_Temperature_Growth_lag1,Avg_Humidity_Growth_lag1,Solar_Radiation_Growth_lag1,Total_Rainfall_Maturation_lag1,Avg_Temperature_Maturation_lag1,Avg_Humidity_Maturation_lag1,Solar_Radiation_Maturation_lag1
1,-0.2305323717689,-0.136212624584718,-0.0561542824730573,-0.185509363000955,0.156308240823272,-0.0639332306944332,0.156470302244551,-0.240781265826054,-0.0658779677497772,-0.221618993598574,-0.0112632687788672,-0.117432532541889
-0.2305323717689,1,-0.539097317883478,0.195689166193988,-0.348407493028006,0.144963941333766,-0.503443805202172,0.0689571347540718,-0.203339009073568,0.233611538773195,-0.382383923507009,0.0125597601490965,-0.245319721189992
-0.136212624584718,-0.539097317883478,1,-0.00234989060854064,0.379852505192432,-0.101531480431083,0.807795154363504,-0.187910217972612,0.567550052029571,0.0213110768981444,0.811036382789077,0.0674985819625638,0.293946028660753
-0.0561542824730573,0.195689166193988,-0.00234989060854064,1,0.177080803039356,-0.175107365691597,0.18077951543635,0.0470788428814521,0.0483831759334077,0.198768333198282,-0.0965075763714448,0.272992464143911,0.131372074016841
-0.185509363000955,-0.348407493028006,0.379852505192432,0.177080803039356,1,-0.155523140060652,0.366399226792188,-0.0830699419292175,0.320094026100349,-0.120836374064842,0.391036555910707,-0.0782073111821414,0.76914971224771
0.156308240823272,0.144963941333766,-0.101531480431083,-0.175107365691597,-0.155523140060652,1,-0.296491370229317,0.690948869621587,-0.593970345755352,0.113037841341869,-0.306377116927315,0.359533263106717,-0.150984684696714
-0.0639332306944332,-0.503443805202172,0.807795154363504,0.18077951543635,0.366399226792188,-0.296491370229317,1,-0.397455635685925,0.551017107489512,0.0397860789239122,0.712178915809092,0.0461064743537801,0.292811414819769
0.156470302244551,0.0689571347540718,-0.187910217972612,0.0470788428814521,-0.0830699419292175,0.690948869621587,-0.397455635685925,1,-0.614231307201502,0.0388137103962402,-0.366988088485536,0.243173162628636,-0.0987924480114304
-0.240781265826054,-0.203339009073568,0.567550052029571,0.0483831759334077,0.320094026100349,-0.593970345755352,0.551017107489512,-0.614231307201502,1,-0.0983061849367228,0.693330100687274,-0.281951539484632,0.321390937829294
-0.0658779677497772,0.233611538773195,0.0213110768981444,0.198768333198282,-0.120836374064842,0.113037841341869,0.0397860789239122,0.0388137103962402,-0.0983061849367228,1,-0.0274694109067337,0.667936147800016,-0.416322235795503
-0.221618993598574,-0.382383923507009,0.811036382789077,-0.0965075763714448,0.391036555910707,-0.306377116927315,0.712178915809092,-0.366988088485536,0.693330100687274,-0.0274694109067337,1,-0.0710639332306944,0.395575011274645
-0.0112632687788672,0.0125597601490965,0.0674985819625638,0.272992464143911,-0.0782073111821414,0.359533263106717,0.0461064743537801,0.243173162628636,-0.281951539484632,0.667936147800016,-0.0710639332306944,1,-0.257476298057682
-0.117432532541889,-0.245319721189992,0.293946028660753,0.131372074016841,0.76914971224771,-0.150984684696714,0.292811414819769,-0.0987924480114304,0.321390937829294,-0.416322235795503,0.395575011274645,-0.257476298057682,1
