Yield,Total_Rainfall_Plantation,Avg_Temperature_Plantation,Avg_Humidity_Plantation,Solar_Radiation_Plantation,Total_Rainfall_Growth,Avg_Temperature_Growth,Avg_Humidity_Growth,Solar_Radiation_Growth,Total_Rainfall_Maturation,Avg_Temperature_Maturation,Avg_Humidity_Maturation,Solar_Radiation_Maturation
1,0.155558046179699,0.0884253413660847,0.177683475031603,-0.100186734888202,0.22651181529818,0.135944516227667,0.134168314755626,-0.215350193869001,0.114831523849907,-0.046880531987078,0.152414415716591,-0.16378278019245
0.155558046179699,1,-0.425793257003552,0.525416436204063,0.0125519179688225,0.26165473003075,-0.437536413760008,0.304925857345791,-0.370958221709799,0.139442155037369,-0.421409281927858,0.161130938434687,0.173867973660923
0.0884253413660847,-0.425793257003552,1,0.0642813579914716,0.269503179666632,-0.0716362309591781,0.78896371806815,-0.126487925571855,0.459493288582395,0.12223264726908,0.86110745130308,0.13478142545753,0.098392575769967
0.177683475031603,0.525416436204063,0.0642813579914716,1,0.400270859565176,0.0629891602657351,0.113926112475441,0.321737449811258,-0.242812229181846,0.289135963400938,-0.0861510879328618,0.366653266432666,0.384038350095011
-0.100186734888202,0.0125519179688225,0.269503179666632,0.400270859565176,1,-0.10415561712966,0.265555001121981,0.0612170075992288,-0.232964990453103,0.0487136840218357,0.294305392282464,0.104466889508043,0.879898358189537
0.22651181529818,0.26165473003075,-0.0716362309591781,0.0629891602657351,-0.10415561712966,1,-0.33733102699165,0.707708247259591,-0.443137995920977,0.0804366536960561,-0.26339255726935,0.36224277563483,-0.0968683811568404
0.135944516227667,-0.437536413760008,0.78896371806815,0.113926112475441,0.265555001121981,-0.33733102699165,1,-0.347523221766136,0.472748199973385,0.17085770466091,0.726692334745704,0.0764796866876835,0.0733030225173247
0.134168314755626,0.304925857345791,-0.126487925571855,0.321737449811258,0.0612170075992288,0.707708247259591,-0.347523221766136,1,-0.588436533888477,-0.0255072506785068,-0.328809619611215,0.250510218697704,0.111606509057
-0.215350193869001,-0.370958221709799,0.459493288582395,-0.242812229181846,-0.232964990453103,-0.443137995920977,0.472748199973385,-0.588436533888477,1,-0.0813347740984021,0.520086541852434,-0.272535022495045,-0.380604358047577
0.114831523849907,0.139442155037369,0.12223264726908,0.289135963400938,0.0487136840218357,0.0804366536960561,0.17085770466091,-0.0255072506785068,-0.0813347740984021,1,0.0802640463009424,0.743719577340339,-0.134877968827505
-0.046880531987078,-0.421409281927858,0.86110745130308,-0.0861510879328618,0.294305392282464,-0.26339255726935,0.726692334745704,-0.328809619611215,0.520086541852434,0.0802640463009424,1,0.0306956034793906,0.1860107241418
0.152414415716591,0.161130938434687,0.13478142545753,0.366653266432666,0.104466889508043,0.36224277563483,0.0764796866876835,0.250510218697704,-0.272535022495045,0.743719577340339,0.0306956034793906,1,0.0280249628017599
-0.16378278019245,0.173867973660923,0.098392575769967,0.384038350095011,0.879898358189537,-0.0968683811568404,0.0733030225173247,0.111606509057,-0.380604358047577,-0.134877968827505,0.1860107241418,0.0280249628017599,1
